icpsr,bioname,chamber,party_code,wing,nominate_dim1,nominate_dim2,state_abbrev,born,died,gen,region,total_vote,iso_num,oppo_per,first_cong,last_cong,congress_num,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
14237,"HUBBARD, Carroll, Jr.",House,Democrat,Center,-0.038,0.476,KY,1937,NA,silent,South,995,341,0.342713568,94,102,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.382716049,0.310126582,0.411290323,0.278846154,0.381679389,0.258928571,0.385135135,0.304347826,0.377777778
10047,"WHITE, Wallace Humphrey, Jr.",Senate,Republican,Center,0.323,-0.313,ME,1877,1952,missionary,North,178,61,0.342696629,65,80,7,0.5,0.285714286,0.483870968,0.25,0.3,0.277777778,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14814,"DUNN, James Whitney",House,Republican,Center,0.18,-0.479,MI,1943,NA,silent,Midwest,108,37,0.342592593,97,97,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.342592593,X,X,X,X,X
1317,"BURTON, Harold Hitz",Senate,Republican,Center,0.101,-0.995,OH,1888,1964,lost,Midwest,73,25,0.342465753,77,79,3,X,X,X,0.428571429,0.238095238,0.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5476,"LARCADE, Henry Dominique, Jr.",House,Democrat,Right,-0.046,0.627,LA,1890,1966,lost,South,73,25,0.342465753,78,82,5,X,X,X,X,0,0.363636364,0.466666667,0.636363636,0.375,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14437,"MARLENEE, Ronald Charles",House,Republican,Center,0.393,-0.212,MT,1935,NA,silent,Rockies,914,313,0.342450766,95,102,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.445859873,0.482269504,0.313131313,0.299212598,0.23364486,0.24025974,0.337078652,0.35
14304,"GLENN, John Herschel, Jr.",Senate,Democrat,Left,-0.262,-0.067,OH,1921,NA,greatest,Midwest,882,302,0.342403628,94,105,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.222222222,0.323529412,0.260869565,0.387096774,0.435897436,0.336,0.46875,0.290909091,0.328125
14874,"DOWDY, Charles Wayne",House,Democrat,Right,-0.259,0.724,MS,1943,NA,silent,South,406,139,0.342364532,97,100,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.289156627,0.3,0.336633663,0.428571429,X,X
15449,"SHAYS, Christopher H.",House,Republican,Center,0.129,-0.992,CT,1945,NA,silent,North,225,77,0.342222222,100,110,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.341176471,0.357894737,0.311111111
10519,"GARLAND, Peter Adams",House,Republican,Right,0.209,0.03,ME,1923,2005,greatest,North,38,13,0.342105263,87,87,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.342105263,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10601,"LONG, Clarence Dickinson",House,Democrat,Center,-0.274,0.098,MD,1908,1994,greatest,South,959,328,0.342022941,88,98,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0.038461538,0.238095238,0.288888889,0.4,0.5,0.280898876,0.374233129,0.317567568,0.281818182,0.529850746,X,X,X,X
13016,"GRASSO, Ella Tambussi",House,Democrat,Left,-0.291,-0.126,CT,1919,1981,greatest,North,120,41,0.341666667,92,93,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.306122449,0.366197183,X,X,X,X,X,X,X,X,X
1577,"CASEY, Robert Randolph",House,Democrat,Right,-0.098,0.783,TX,1915,1986,greatest,Southwest,404,138,0.341584158,86,94,9,X,X,X,X,X,X,X,X,X,X,X,X,0.571428571,0.511627907,0.56,0.326530612,0.432432432,0.205128205,0.183333333,0.302325581,0.295454545,X,X,X,X,X,X,X,X
29104,"DOOLITTLE, John Taylor",House,Republican,Right,0.519,0.156,CA,1950,NA,boomer,West,44,15,0.340909091,102,110,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.340909091
7495,"PLUMLEY, Charles Albert",House,Republican,Center,0.281,-0.103,VT,1875,1964,missionary,North,135,46,0.340740741,73,81,8,0.666666667,0.727272727,0.407407407,0.166666667,0.125,0.315789474,0.153846154,0.571428571,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9690,"VREELAND, Albert Lincoln",House,Republican,Center,0.211,-0.103,NJ,1901,1975,greatest,North,50,17,0.34,76,77,2,X,X,0.428571429,0.227272727,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2588,"DIES, Martin, Jr.",House,Democrat,Right,0.003,1,TX,1900,1972,lost,Southwest,109,37,0.339449541,72,85,8,0.357142857,0.444444444,0,0.0625,0,X,X,X,X,0.615384615,0.533333333,0.6875,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10535,"MATHIAS, Charles McCurdy, Jr.",House,Republican,Left,-0.033,-0.999,MD,1922,2010,greatest,South,979,332,0.339121553,87,99,13,X,X,X,X,X,X,X,X,X,X,X,X,X,0.047619048,0.068965517,0.071428571,0.057142857,X,X,X,X,X,X,X,X,X,X,X,X
10535,"MATHIAS, Charles McCurdy, Jr.",Senate,Republican,Left,-0.033,-0.999,MD,1922,2010,greatest,South,979,332,0.339121553,87,99,13,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.413333333,0.426229508,0.461538462,0.329113924,0.361445783,0.233766234,0.358024691,0.365591398,0.47008547,X,X,X
10564,"THOMSON, Vernon Wallace",House,Republican,Center,0.233,-0.061,WI,1905,1988,greatest,Midwest,354,120,0.338983051,87,93,7,X,X,X,X,X,X,X,X,X,X,X,X,X,0.5,0.566666667,0.510204082,0.43902439,0.295454545,0.213114754,0.141176471,X,X,X,X,X,X,X,X,X
14037,"MILFORD, Dale",House,Democrat,Right,0.012,0.639,TX,1926,1997,greatest,Southwest,254,86,0.338582677,93,95,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.4,0.346666667,0.293577982,X,X,X,X,X,X,X
15068,"TALLON, Robert Mooneyhan, Jr. (Robin)",House,Democrat,Center,-0.1,0.366,SC,1946,NA,boomer,South,535,181,0.338317757,98,102,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.368421053,0.345132743,0.357142857,0.301075269,0.238095238
13002,"ARCHER, William Reynolds, Jr.",House,Republican,Right,0.496,0.2,TX,1928,NA,silent,Southwest,1192,403,0.338087248,92,106,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.360655738,0.447058824,0.443181818,0.350318471,0.431506849,0.279279279,0.345588235,0.228070175,0.248407643,0.282608696,0.377777778
11035,"MONTGOMERY, Gillespie V. (Sonny)",House,Democrat,Right,0.017,1,MS,1920,2006,greatest,South,1267,428,0.337805841,90,104,13,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.625,0.463414634,0.305084746,0.517241379,0.471264368,0.327160494,0.431506849,0.214953271,0.282442748,0.243478261,0.256410256,0.263736264,0.266666667
8258,"SCHENCK, Paul Fornshell",House,Republican,Center,0.298,-0.242,OH,1899,1968,lost,Midwest,151,51,0.337748344,82,88,7,X,X,X,X,X,X,X,X,0.5,0.307692308,0.133333333,0.24137931,0.142857143,0.425,0.551724138,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12029,"SEBELIUS, Keith George",House,Republican,Right,0.277,0.134,KS,1916,1982,greatest,Midwest,548,185,0.337591241,91,96,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.333333333,0.275862069,0.337209302,0.418604651,0.290322581,0.370967742,X,X,X,X,X,X
14429,"JENKINS, Edgar Lanier (Ed)",House,Democrat,Right,-0.116,0.678,GA,1933,2012,silent,South,872,294,0.337155963,95,102,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.384,0.375886525,0.23364486,0.35,0.363636364,0.369863014,0.23655914,0.341463415
8399,"SHANLEY, James Andrew",House,Democrat,Left,-0.389,-0.579,CT,1896,1965,lost,North,95,32,0.336842105,74,77,4,0.333333333,0.4,0.258064516,0.384615385,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14425,"HEFTEL, Cecil Landau",House,Democrat,Center,-0.269,0.243,HI,1924,2010,greatest,West,535,180,0.336448598,95,99,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.308176101,0.313432836,0.284313725,0.416666667,0.441176471,X,X,X
6761,"MOTT, James Wheaton",House,Republican,Center,0.158,-0.118,OR,1883,1945,lost,West,119,40,0.336134454,73,79,6,0.5,0.6,0.4375,0.307692308,0.055555556,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14266,"PATTERSON, Jerry Mumford",House,Democrat,Center,-0.367,0.007,CA,1934,NA,silent,West,595,200,0.336134454,94,98,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.197674419,0.344594595,0.349206349,0.349514563,0.393939394,X,X,X,X
14635,"HOPKINS, Larry Jones",House,Republican,Center,0.347,-0.242,KY,1933,NA,silent,South,783,263,0.335887612,96,102,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.416107383,0.268518519,0.462686567,0.254385965,0.280254777,0.347826087,0.172413793
15064,"SPRATT, John McKee, Jr.",House,Democrat,Center,-0.256,0.255,SC,1942,NA,silent,South,537,180,0.335195531,98,111,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.338235294,0.412280702,0.4,0.231578947,0.119047619
11025,"KUYKENDALL, Dan Heflin",House,Republican,Right,0.246,0.193,TN,1924,2008,greatest,South,203,68,0.334975369,90,93,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.564102564,0.41025641,0.211538462,0.260273973,X,X,X,X,X,X,X,X,X
10545,"PIKE, Otis Grey",House,Democrat,Left,-0.162,-0.125,NY,1921,2014,greatest,North,621,208,0.334943639,87,95,9,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0.064516129,0.111111111,0.166666667,0.260869565,0.412698413,0.449438202,0.359550562,0.509202454,X,X,X,X,X,X,X
10592,"GROVER, James Russell, Jr.",House,Republican,Center,0.25,-0.276,NY,1919,2012,greatest,North,314,105,0.334394904,88,93,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.366666667,0.320754717,0.452380952,0.30952381,0.295081967,0.313953488,X,X,X,X,X,X,X,X,X
14655,"ROTH, Toby A.",House,Republican,Center,0.351,-0.21,WI,1938,NA,silent,Midwest,793,265,0.334174023,96,104,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.44,0.173076923,0.356060606,0.324561404,0.331168831,0.319148936,0.355555556
10717,"DICKINSON, William Louis",House,Republican,Center,0.398,-0.057,AL,1925,2008,greatest,South,1260,421,0.334126984,89,102,14,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.644444444,0.578947368,0.375,0.285714286,0.428571429,0.425287356,0.331125828,0.414814815,0.221153846,0.279069767,0.232142857,0.264900662,0.255813953,0.30952381
10736,"HATHAWAY, William Dodd",House,Democrat,Left,-0.465,-0.04,ME,1924,2013,greatest,North,482,161,0.334024896,89,95,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.037037037,0.026315789,0.191489362,0.403225806,X,X,X,X,X,X,X,X,X,X
12100,"ALLEN, James Browning",Senate,Democrat,Right,0.016,1,AL,1912,1978,greatest,South,482,161,0.334024896,91,95,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.344827586,0.255474453,0.313559322,0.4,0.454545455,X,X,X,X,X,X,X
10736,"HATHAWAY, William Dodd",Senate,Democrat,Left,-0.465,-0.04,ME,1924,2013,greatest,North,482,161,0.334024896,89,95,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.495798319,0.420454545,0.378378378,X,X,X,X,X,X,X
3799,"GREENWAY, Isabella Selmes",House,Democrat,Left,-0.373,-0.658,AZ,1886,1953,lost,Southwest,12,4,0.333333333,73,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
19,"ADAIR, Jackson Leroy",House,Democrat,Center,-0.24,0.024,IL,1887,1956,lost,Midwest,9,3,0.333333333,73,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3841,"GRISWOLD, Glenn Hasenfratz",House,Democrat,Center,-0.061,0.313,IN,1890,1940,lost,Midwest,18,6,0.333333333,72,75,2,0.125,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3810,"GREGORY, William Voris",House,Democrat,Right,-0.244,0.828,KY,1877,1936,missionary,South,15,5,0.333333333,70,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4002,"HAMLIN, Simon Moulton",House,Democrat,Right,-0.266,0.564,ME,1866,1939,missionary,North,6,2,0.333333333,74,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6587,"MONAGHAN, Joseph Patrick",House,Democrat,Left,-0.468,-0.884,MT,1906,1985,greatest,Rockies,15,5,0.333333333,73,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7386,"PEYSER, Theodore Albert",House,Democrat,Left,-0.568,-0.823,NY,1873,1937,missionary,North,6,2,0.333333333,73,75,2,0,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8550,"SISSON, Frederick James",House,Democrat,Left,-0.654,-0.589,NY,1879,1949,missionary,North,12,4,0.333333333,73,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1079,"BROOKS, Joshua Twing",House,Democrat,Center,-0.359,0.17,PA,1884,1956,lost,North,9,3,0.333333333,73,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2900,"ELLENBOGEN, Henry",House,Democrat,Left,-0.481,-0.877,PA,1900,1985,lost,North,18,6,0.333333333,73,75,2,0.230769231,0.6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9512,"TURNER, Clarence Wyly",House,Democrat,Right,-0.083,0.997,TN,1866,1939,missionary,South,30,10,0.333333333,67,76,3,0.466666667,0.272727273,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2198,"CROSS, Oliver Harlan",House,Democrat,Right,-0.275,0.856,TX,1868,1960,missionary,Southwest,15,5,0.333333333,71,74,1,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5150,"KELLY, George Bradshaw",House,Democrat,Left,-0.634,-0.696,NY,1900,1971,lost,North,6,2,0.333333333,75,75,1,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5472,"LANZETTA, James Joseph",House,Democrat,Left,-0.48,-0.877,NY,1894,1956,lost,North,9,3,0.333333333,73,75,1,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6753,"MOSIER, Harold Gerard",House,Democrat,Center,-0.165,0.046,OH,1889,1971,lost,Midwest,9,3,0.333333333,75,75,1,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9134,"SWOPE, Guy Jacob",House,Democrat,Left,-0.393,-0.32,PA,1892,1969,lost,North,9,3,0.333333333,75,75,1,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1542,"CARSON, Henderson Haverfield",House,Republican,Center,0.377,-0.131,OH,1893,1971,lost,Midwest,30,10,0.333333333,78,80,2,X,X,X,X,0.375,X,0.285714286,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4692,"HUFFMAN, James Wylie",Senate,Democrat,Center,-0.273,0.447,OH,1894,1980,lost,Midwest,9,3,0.333333333,79,79,1,X,X,X,X,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4955,"JOHNSON, Glen Dale",House,Democrat,Center,-0.288,0.411,OK,1911,1983,greatest,Southwest,9,3,0.333333333,80,80,1,X,X,X,X,X,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2206,"CROW, William Josiah",House,Republican,Center,0.319,-0.827,PA,1902,1974,greatest,North,15,5,0.333333333,80,80,1,X,X,X,X,X,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2333,"DARBY, Harry",Senate,Republican,Right,0.218,0.265,KS,1895,1987,lost,Midwest,9,3,0.333333333,81,81,1,X,X,X,X,X,X,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2143,"CRAMER, William Cato",House,Republican,Right,0.218,0.159,FL,1922,2003,greatest,South,255,85,0.333333333,84,91,8,X,X,X,X,X,X,X,X,X,X,0,0.071428571,0.1,0.315789474,0.607142857,0.480769231,0.4,0.323529412,X,X,X,X,X,X,X,X,X,X,X
777,"BLAKLEY, William Arvis",Senate,Democrat,Right,0.106,0.9,TX,1898,1976,lost,Southwest,9,3,0.333333333,85,87,2,X,X,X,X,X,X,X,X,X,X,X,0,X,0.75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5625,"LEVERING, Robert Woodrow",House,Democrat,Center,-0.24,0.339,OH,1914,1989,greatest,Midwest,21,7,0.333333333,86,86,1,X,X,X,X,X,X,X,X,X,X,X,X,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
13103,"GAMBRELL, David Henry",Senate,Democrat,Right,-0.137,0.761,GA,1929,NA,silent,South,132,44,0.333333333,92,92,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.333333333,X,X,X,X,X,X,X,X,X,X
14226,"GRASSLEY, Charles Ernest",House,Republican,Center,0.346,-0.065,IA,1933,NA,silent,Midwest,1038,346,0.333333333,94,116,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.522222222,0.402366864,0.448529412,X,X,X,X,X,X
14468,"CUNNINGHAM, John Edward, III",House,Republican,Right,0.343,0.111,WA,1931,NA,silent,West,132,44,0.333333333,95,95,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.333333333,X,X,X,X,X,X,X
14226,"GRASSLEY, Charles Ernest",Senate,Republican,Center,0.346,-0.065,IA,1933,NA,silent,Midwest,1038,346,0.333333333,94,116,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.242718447,0.319587629,0.293233083,0.259541985,0.169642857,0.328358209
15089,"BUSTAMANTE, Albert G.",House,Democrat,Right,-0.392,0.667,TX,1935,NA,silent,Southwest,381,127,0.333333333,99,102,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.361904762,0.420689655,0.225806452,0.184210526
15418,"HAYES, James Allison",House,Democrat,Right,-0.057,0.755,LA,1946,NA,boomer,South,282,94,0.333333333,100,104,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.405228758,0.247191011,0.25
15702,"KERREY, J. Robert",Senate,Democrat,Left,-0.223,-0.055,NE,1943,NA,silent,Midwest,171,57,0.333333333,101,106,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.330357143,0.338983051
29125,"COLLINS, Barbara-Rose",House,Democrat,Left,-0.648,-0.164,MI,1939,NA,silent,Midwest,45,15,0.333333333,102,104,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.333333333
13036,"ROBINSON, James Kenneth",House,Republican,Right,0.333,0.377,VA,1916,1990,greatest,South,805,268,0.332919255,92,98,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.238095238,0.415730337,0.422222222,0.327380952,0.413333333,0.19266055,0.294117647,X,X,X,X
14206,"BLANCHARD, James Johnston",House,Democrat,Left,-0.352,-0.143,MI,1942,NA,silent,Midwest,478,159,0.332635983,94,97,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.193181818,0.385542169,0.344827586,0.35443038,X,X,X,X,X
10700,"ADAMS, Brockman (Brock)",House,Democrat,Left,-0.396,-0.127,WA,1927,2004,greatest,West,668,222,0.332335329,89,102,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.039215686,0.095238095,0.255813953,0.350877193,0.386363636,0.256097561,X,X,X,X,X,X,X,X
10700,"ADAMS, Brockman (Brock)",Senate,Democrat,Left,-0.396,-0.127,WA,1927,2004,greatest,West,668,222,0.332335329,89,102,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.484375,0.409090909,0.343283582
6039,"MARTIN, Thomas Ellsworth",House,Republican,Center,0.304,-0.17,IA,1893,1971,lost,Midwest,286,95,0.332167832,76,86,11,X,X,0.636363636,0.394736842,0.1875,0.318181818,0.6875,0.8,0.583333333,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6039,"MARTIN, Thomas Ellsworth",Senate,Republican,Center,0.304,-0.17,IA,1893,1971,lost,Midwest,286,95,0.332167832,76,86,11,X,X,X,X,X,X,X,X,X,X,0.115384615,0.078947368,0.230769231,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
13025,"McCOLLISTER, John Yetter",House,Republican,Right,0.289,0.015,NE,1921,2013,greatest,Midwest,223,74,0.331838565,92,94,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.278688525,0.356321839,0.346666667,X,X,X,X,X,X,X,X
14648,"MICA, Daniel Andrew",House,Democrat,Center,-0.184,0.363,FL,1944,NA,silent,South,609,202,0.331691297,96,100,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.366197183,0.190909091,0.356060606,0.389380531,0.339285714,X,X
15450,"CLEMENT, Robert Nelson",House,Democrat,Center,-0.216,0.327,TN,1943,NA,silent,South,187,62,0.331550802,100,107,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.490196078,0.315789474,0.170731707
14671,"WILLIAMS, Lyle",House,Republican,Center,0.037,-0.139,OH,1942,2008,silent,Midwest,350,116,0.331428571,96,98,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.453125,0.222222222,0.298245614,X,X,X,X
14420,"GAMMAGE, Robert Alton",House,Democrat,Right,0.006,0.437,TX,1938,2012,silent,Southwest,151,50,0.331125828,95,95,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.331125828,X,X,X,X,X,X,X
15047,"NIELSON, Howard Curtis",House,Republican,Right,0.505,0.119,UT,1924,NA,greatest,Rockies,499,165,0.330661323,98,101,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.395522388,0.295652174,0.312101911,0.311827957,X
14227,"HAGEDORN, Thomas Michael",House,Republican,Center,0.308,-0.055,MN,1943,NA,silent,Midwest,479,158,0.329853862,94,97,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.375,0.278481013,0.422535211,0.230769231,X,X,X,X,X
14200,"AMBRO, Jerome Anthony, Jr.",House,Democrat,Left,-0.19,-0.098,NY,1928,1993,silent,North,379,125,0.329815303,94,96,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.287356322,0.366459627,0.312977099,X,X,X,X,X,X
14056,"SYMMS, Steven Douglas",House,Republican,Right,0.687,0.355,ID,1938,NA,silent,Rockies,1068,352,0.329588015,93,102,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.585365854,0.576923077,0.39869281,0.496124031,X,X,X,X,X,X
14056,"SYMMS, Steven Douglas",Senate,Republican,Right,0.687,0.355,ID,1938,NA,silent,Rockies,1068,352,0.329588015,93,102,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.207920792,0.180851064,0.305343511,0.198412698,0.112149533,0.28358209
5767,"LONG, Russell Billiu",Senate,Democrat,Right,-0.18,0.873,LA,1918,2003,greatest,South,1323,436,0.329554044,81,99,19,X,X,X,X,X,X,X,0.407407407,0.352941176,0.789473684,0.480769231,0.657142857,0.608695652,0.419354839,0.578125,0.098591549,0.243902439,0.242857143,0.292035398,0.383928571,0.209876543,0.428571429,0.25,0.377777778,0.178571429,0.157480315,X,X,X
6748,"MOSER, Guy Louis",House,Democrat,Right,0.039,0.524,PA,1886,1961,lost,North,82,27,0.329268293,75,77,3,X,0.363636364,0.242424242,0.394736842,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14850,"PATMAN, William Neff",House,Democrat,Right,-0.03,0.923,TX,1927,2008,greatest,Southwest,243,80,0.329218107,97,98,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.23364486,0.404411765,X,X,X,X
6845,"NATCHER, William Huston",House,Democrat,Right,-0.288,0.575,KY,1909,1994,greatest,South,1513,498,0.329147389,83,103,20,X,X,X,X,X,X,X,X,X,0,0.066666667,0.103448276,0.142857143,0.022727273,0.161290323,0.111111111,0.372093023,0.340425532,0.301587302,0.325842697,0.355555556,0.378698225,0.433333333,0.234234234,0.448529412,0.443478261,0.379746835,0.294736842,0.266666667
11000,"BEVILL, Tom",House,Democrat,Right,-0.213,0.976,AL,1921,2005,greatest,South,1213,399,0.328936521,90,104,13,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.512820513,0.377777778,0.357142857,0.5,0.428571429,0.360248447,0.419847328,0.184466019,0.296875,0.243478261,0.236220472,0.268817204,0.222222222
14661,"SNOWE, Olympia Jean",House,Republican,Center,0.091,-0.548,ME,1947,NA,boomer,North,803,264,0.328767123,96,112,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.290540541,0.234234234,0.358208955,0.382608696,0.424050633,0.263157895,0.261904762
9253,"TENEROWICZ, Rudolph Gabriel",House,Democrat,Left,-0.448,-0.795,MI,1890,1963,lost,Midwest,70,23,0.328571429,76,77,2,X,X,0.272727273,0.378378378,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
